episode,timestep,reward
1,10,41.868
3,20,40.28
5,30,42.234
7,40,39.945
9,50,41.935
11,60,42.788
13,70,42.874
15,80,39.108
17,90,41.706
19,100,41.277
21,110,45.234
23,120,43.359
25,130,42.408
27,140,42.559
29,150,44.323
31,160,45.967
33,170,42.512
35,180,43.244
37,190,42.398
39,200,45.324
41,210,43.883
43,220,43.36
45,230,40.504
47,240,43.551
49,250,43.411
51,260,42.012
53,270,46.694
55,280,40.787
57,290,43.52
59,300,39.83
61,310,41.379
63,320,40.098
65,330,41.924
67,340,42.972
69,350,43.396
71,360,41.49
73,370,43.217
75,380,42.721
77,390,44.058
79,400,41.381
81,410,40.811
83,420,45.427
85,430,44.058
87,440,41.432
89,450,46.097
91,460,39.518
93,470,44.147
95,480,41.999
97,490,40.483
99,500,37.63
101,510,42.379
103,520,43.538
105,530,39.649
107,540,40.178
109,550,40.236
111,560,39.935
113,570,40.996
115,580,37.16
117,590,43.968
119,600,42.068
121,610,39.488
123,620,43.986
125,630,40.734
127,640,39.33
129,650,41.695
131,660,39.905
133,670,42.965
135,680,41.723
137,690,42.054
139,700,42.044
141,710,43.716
143,720,41.262
145,730,39.535
147,740,38.539
149,750,40.4
151,760,41.055
153,770,42.407
155,780,41.124
157,790,39.623
159,800,40.059
161,810,44.093
163,820,40.568
165,830,41.162
167,840,41.544
169,850,40.219
171,860,36.512
173,870,40.641
175,880,44.48
177,890,41.995
179,900,44.624
181,910,41.582
183,920,39.739
185,930,42.335
187,940,40.628
189,950,41.791
191,960,44.018
193,970,42.24
195,980,38.299
197,990,39.803
199,1000,39.157
