episode,timestep,reward
1,10,45.578
3,20,39.728
5,30,41.682
7,40,37.99
9,50,35.711
11,60,37.023
13,70,36.532
15,80,41.389
17,90,37.996
19,100,35.276
21,110,35.255
23,120,37.159
25,130,35.912
27,140,37.142
29,150,41.413
31,160,41.425
33,170,35.339
35,180,41.951
37,190,37.358
39,200,40.705
41,210,38.588
43,220,38.506
45,230,40.63
47,240,37.469
49,250,34.964
51,260,35.816
53,270,37.924
55,280,35.824
57,290,36.504
59,300,40.479
61,310,40.963
63,320,38.984
65,330,41.043
67,340,39.48
69,350,38.295
71,360,41.318
73,370,42.894
75,380,39.84
77,390,35.093
79,400,38.15
81,410,38.07
83,420,39.127
85,430,40.468
87,440,36.345
89,450,40.64
91,460,33.797
93,470,40.218
95,480,41.223
97,490,40.937
99,500,41.234
101,510,41.57
103,520,43.331
105,530,42.452
107,540,41.779
109,550,44.601
111,560,44.92
113,570,44.122
115,580,41.799
117,590,39.744
119,600,43.685
121,610,43.17
123,620,42.002
125,630,42.878
127,640,42.583
129,650,45.67
131,660,42.415
133,670,44.094
135,680,44.064
137,690,42.722
139,700,45.808
141,710,41.672
143,720,46.666
145,730,43.588
147,740,46.765
149,750,41.639
151,760,44.287
153,770,42.569
155,780,41.479
157,790,36.387
159,800,42.982
161,810,39.982
163,820,44.397
165,830,41.459
167,840,45.118
169,850,39.077
171,860,43.572
173,870,40.161
175,880,42.22
177,890,38.508
179,900,41.339
181,910,44.127
183,920,45.778
185,930,40.008
187,940,42.439
189,950,42.851
191,960,42.84
193,970,40.01
195,980,43.913
197,990,39.365
199,1000,39.17
201,1010,38.788
203,1020,41.807
205,1030,43.599
207,1040,40.777
209,1050,42.508
211,1060,42.926
213,1070,42.657
215,1080,42.312
217,1090,41.766
219,1100,43.944
221,1110,44.285
223,1120,43.262
225,1130,43.065
227,1140,43.893
229,1150,43.669
231,1160,40.912
233,1170,41.726
235,1180,44.572
237,1190,41.131
239,1200,39.214
241,1210,44.201
243,1220,44.178
245,1230,41.987
247,1240,42.466
249,1250,43.449
251,1260,44.219
253,1270,39.24
255,1280,41.385
257,1290,42.791
259,1300,43.87
261,1310,43.579
263,1320,45.021
265,1330,44.461
267,1340,43.954
269,1350,44.434
271,1360,43.003
273,1370,42.92
275,1380,41.476
277,1390,40.191
279,1400,43.218
281,1410,38.587
283,1420,39.87
285,1430,42.463
287,1440,38.846
289,1450,41.077
291,1460,43.541
293,1470,43.63
295,1480,39.884
297,1490,37.804
299,1500,35.683
301,1510,43.032
303,1520,38.25
305,1530,40.153
307,1540,39.061
309,1550,36.396
311,1560,42.837
313,1570,38.271
315,1580,42.326
317,1590,42.61
319,1600,43.501
321,1610,43.885
323,1620,43.272
325,1630,43.46
327,1640,41.963
329,1650,40.395
331,1660,40.555
333,1670,43.549
335,1680,42.833
337,1690,41.88
339,1700,43.094
341,1710,44.337
343,1720,39.61
345,1730,40.886
347,1740,41.355
349,1750,41.141
351,1760,39.571
353,1770,36.089
355,1780,40.495
357,1790,39.277
359,1800,41.367
361,1810,40.217
363,1820,43.679
365,1830,42.855
367,1840,39.636
369,1850,38.146
371,1860,43.359
373,1870,43.835
375,1880,38.834
377,1890,42.786
379,1900,41.557
381,1910,41.299
383,1920,41.63
385,1930,38.174
387,1940,39.228
389,1950,41.915
391,1960,41.168
393,1970,38.254
395,1980,37.885
397,1990,41.11
399,2000,41.945
401,2010,37.719
403,2020,39.863
405,2030,41.858
407,2040,40.459
409,2050,40.972
411,2060,41.691
413,2070,42.207
