episode,timestep,reward
1,10,0.0
3,20,0.0
5,30,0.0
7,40,0.0
9,50,1.842
11,60,3.684
13,70,3.684
15,80,3.684
17,90,3.684
19,100,3.684
21,110,3.684
23,120,3.684
25,130,3.684
27,140,3.684
29,150,3.684
31,160,3.684
33,170,3.684
35,180,3.684
37,190,3.684
39,200,3.684
41,210,3.684
43,220,3.684
45,230,3.684
47,240,3.684
49,250,3.684
51,260,3.684
53,270,3.684
55,280,3.684
57,290,3.684
59,300,3.684
61,310,3.684
63,320,3.684
65,330,3.684
67,340,3.684
69,350,3.684
71,360,3.684
73,370,3.684
75,380,3.684
77,390,3.684
79,400,3.684
81,410,3.684
83,420,3.684
85,430,3.684
87,440,3.684
89,450,3.684
91,460,3.684
93,470,3.684
95,480,3.684
97,490,3.684
99,500,3.684
101,510,3.684
103,520,3.684
105,530,3.684
107,540,3.684
109,550,3.684
111,560,3.684
113,570,3.684
115,580,3.684
117,590,3.684
119,600,3.684
121,610,3.684
123,620,3.684
125,630,3.684
127,640,3.684
129,650,3.684
131,660,3.684
133,670,3.684
135,680,3.684
137,690,3.684
139,700,3.684
141,710,3.684
143,720,3.684
145,730,3.684
147,740,3.684
149,750,3.684
151,760,3.684
153,770,3.684
155,780,3.684
157,790,3.684
159,800,3.684
161,810,3.684
163,820,3.684
165,830,3.684
167,840,3.684
169,850,3.684
171,860,3.684
173,870,3.684
175,880,3.684
177,890,3.684
179,900,3.684
181,910,3.684
183,920,3.684
185,930,3.684
187,940,3.684
189,950,3.684
191,960,3.684
193,970,3.684
195,980,3.684
197,990,3.684
199,1000,3.684
201,1010,3.684
203,1020,3.684
205,1030,3.684
207,1040,3.684
209,1050,3.684
211,1060,3.684
213,1070,3.684
215,1080,3.684
217,1090,3.684
219,1100,3.684
221,1110,3.684
223,1120,3.684
225,1130,9.797
227,1140,15.91
229,1150,21.14
231,1160,26.37
233,1170,23.9
235,1180,21.43
237,1190,23.9
239,1200,26.37
241,1210,23.9
243,1220,21.43
245,1230,23.9
247,1240,26.37
249,1250,23.9
251,1260,21.43
253,1270,21.43
255,1280,21.43
257,1290,21.43
259,1300,21.43
261,1310,21.43
263,1320,21.43
265,1330,21.43
267,1340,21.43
269,1350,21.43
271,1360,21.43
273,1370,21.43
275,1380,21.43
277,1390,21.43
279,1400,21.43
281,1410,21.43
283,1420,21.43
285,1430,21.43
287,1440,21.43
289,1450,21.43
