episode,timestep,reward
1,4,25.196
3,8,31.194
5,12,37.908
7,16,37.069
9,20,33.039
11,24,34.039
13,28,32.66
15,32,28.361
17,36,29.797
19,40,34.509
21,44,38.998
23,48,32.675
25,52,35.516
27,56,35.286
29,60,38.783
31,64,22.564
33,68,34.72
35,72,28.169
37,76,31.806
39,80,34.542
41,84,27.283
43,88,28.188
45,92,30.007
47,96,31.418
49,100,33.727
51,104,33.467
53,108,36.731
55,112,27.428
57,116,25.207
59,120,32.571
61,124,32.109
63,128,37.874
65,132,27.249
67,136,32.003
69,140,36.131
71,144,25.466
73,148,33.994
75,152,39.761
77,156,33.854
79,160,35.306
81,164,34.541
83,168,28.687
85,172,36.24
87,176,39.543
89,180,38.923
91,184,34.111
93,188,31.539
95,192,11.694
97,196,16.628
