episode,timestep,reward
1,10,33.196
3,20,39.298
5,30,38.304
7,40,34.584
9,50,34.745
11,60,28.14
13,70,38.21
15,80,36.23
17,90,36.823
19,100,35.868
21,110,39.183
23,120,38.314
25,130,35.285
27,140,33.871
29,150,34.707
31,160,40.339
33,170,35.983
35,180,39.512
37,190,33.051
39,200,42.276
41,210,37.657
43,220,38.232
45,230,37.139
47,240,34.895
49,250,36.095
51,260,33.979
53,270,34.295
55,280,34.981
57,290,42.468
59,300,40.565
61,310,43.848
63,320,35.889
65,330,33.185
67,340,41.125
69,350,37.029
71,360,36.852
73,370,35.858
75,380,37.95
77,390,38.607
79,400,36.87
81,410,37.26
83,420,37.058
85,430,38.982
87,440,34.564
89,450,33.896
91,460,35.441
93,470,35.07
95,480,38.828
97,490,38.187
99,500,38.302
101,510,33.419
103,520,36.97
105,530,37.096
107,540,37.943
109,550,33.965
111,560,36.743
113,570,35.599
115,580,35.128
117,590,33.413
119,600,38.52
121,610,37.994
123,620,36.212
125,630,36.065
127,640,38.083
129,650,37.02
131,660,35.892
133,670,38.758
135,680,36.879
137,690,34.05
139,700,34.366
141,710,38.445
143,720,36.738
145,730,39.607
147,740,38.363
149,750,34.247
151,760,33.115
153,770,39.244
155,780,35.046
157,790,36.645
159,800,28.964
161,810,34.404
163,820,32.014
165,830,37.781
167,840,35.901
169,850,33.744
171,860,32.915
173,870,36.824
175,880,39.975
177,890,33.23
179,900,33.731
181,910,32.688
183,920,36.595
185,930,36.902
187,940,37.272
189,950,33.047
191,960,34.857
193,970,34.87
195,980,38.04
197,990,30.747
199,1000,32.548
201,1010,37.238
203,1020,33.637
205,1030,35.512
207,1040,38.291
209,1050,40.196
211,1060,33.141
213,1070,36.531
215,1080,36.732
217,1090,31.905
219,1100,32.177
221,1110,37.299
223,1120,31.109
225,1130,33.197
227,1140,33.648
229,1150,31.888
231,1160,34.988
233,1170,33.907
235,1180,33.714
237,1190,34.322
239,1200,33.163
241,1210,34.899
243,1220,34.986
245,1230,31.609
247,1240,38.728
249,1250,37.823
251,1260,32.426
253,1270,39.927
255,1280,37.253
257,1290,33.806
259,1300,38.724
261,1310,32.867
263,1320,36.858
265,1330,32.347
267,1340,32.751
269,1350,32.441
271,1360,35.196
273,1370,31.244
275,1380,25.441
277,1390,35.113
279,1400,32.265
281,1410,34.49
283,1420,30.637
285,1430,29.358
287,1440,36.141
289,1450,32.324
291,1460,28.632
293,1470,36.722
295,1480,36.392
297,1490,35.125
299,1500,31.732
301,1510,36.865
303,1520,36.487
305,1530,36.513
307,1540,30.559
309,1550,31.269
311,1560,31.861
313,1570,33.178
315,1580,31.88
317,1590,30.977
319,1600,34.881
321,1610,31.617
323,1620,35.366
325,1630,31.811
327,1640,35.47
329,1650,36.481
331,1660,34.609
333,1670,31.052
335,1680,34.931
337,1690,35.502
339,1700,36.276
341,1710,33.708
343,1720,29.579
345,1730,34.128
347,1740,33.589
349,1750,33.586
351,1760,38.281
353,1770,33.097
355,1780,36.869
357,1790,31.689
359,1800,38.245
361,1810,33.261
363,1820,35.629
365,1830,32.854
367,1840,33.593
369,1850,30.769
371,1860,34.616
373,1870,31.811
375,1880,36.207
377,1890,32.799
379,1900,36.348
381,1910,33.206
383,1920,35.936
385,1930,39.331
387,1940,32.853
389,1950,28.845
391,1960,35.382
393,1970,27.868
395,1980,29.281
397,1990,33.404
399,2000,37.774
401,2010,31.978
403,2020,34.146
405,2030,33.768
407,2040,33.606
409,2050,33.849
411,2060,31.976
413,2070,33.704
415,2080,37.036
417,2090,35.036
419,2100,32.031
421,2110,37.13
423,2120,36.067
425,2130,38.577
427,2140,30.397
429,2150,34.314
431,2160,31.141
433,2170,32.369
435,2180,33.704
437,2190,32.543
439,2200,34.795
441,2210,30.758
443,2220,34.448
445,2230,39.53
447,2240,32.05
449,2250,35.107
451,2260,35.391
453,2270,30.488
455,2280,34.643
457,2290,28.69
459,2300,34.038
461,2310,31.745
463,2320,38.469
465,2330,33.595
467,2340,32.162
469,2350,31.47
471,2360,34.145
473,2370,35.766
475,2380,35.311
477,2390,35.51
479,2400,37.071
481,2410,33.599
483,2420,35.45
485,2430,33.527
487,2440,33.223
489,2450,35.73
491,2460,34.367
493,2470,37.146
495,2480,35.552
497,2490,36.437
499,2500,32.489
501,2510,38.61
503,2520,33.613
505,2530,32.919
507,2540,32.588
509,2550,30.749
511,2560,34.752
513,2570,34.653
515,2580,35.078
517,2590,31.94
519,2600,33.343
521,2610,35.97
523,2620,33.508
525,2630,29.267
527,2640,34.847
529,2650,36.492
531,2660,36.215
533,2670,33.455
535,2680,34.035
537,2690,33.608
539,2700,37.346
541,2710,32.696
543,2720,36.85
545,2730,35.874
547,2740,35.728
549,2750,33.698
551,2760,33.06
553,2770,37.59
555,2780,33.398
557,2790,35.953
559,2800,34.98
561,2810,30.569
563,2820,34.828
565,2830,30.207
567,2840,35.532
569,2850,36.726
571,2860,35.583
573,2870,35.314
575,2880,39.297
577,2890,33.56
579,2900,30.05
581,2910,35.359
583,2920,30.06
585,2930,28.16
587,2940,32.288
589,2950,33.425
591,2960,38.374
593,2970,33.538
595,2980,33.797
597,2990,33.518
599,3000,30.388
601,3010,31.481
603,3020,32.302
605,3030,33.937
607,3040,30.846
609,3050,36.8
611,3060,35.712
613,3070,35.116
615,3080,28.079
617,3090,33.149
619,3100,33.204
621,3110,28.25
623,3120,31.305
625,3130,34.71
627,3140,30.356
629,3150,33.054
631,3160,32.576
633,3170,37.638
635,3180,31.388
637,3190,34.996
639,3200,34.166
641,3210,34.254
643,3220,28.601
645,3230,34.9
647,3240,28.886
649,3250,31.163
651,3260,33.211
653,3270,28.189
655,3280,30.67
657,3290,36.389
659,3300,26.185
661,3310,31.956
663,3320,33.605
665,3330,37.035
667,3340,34.867
669,3350,33.963
671,3360,35.765
673,3370,30.055
675,3380,27.613
677,3390,34.104
679,3400,32.667
681,3410,33.609
683,3420,31.242
685,3430,37.124
687,3440,35.804
689,3450,32.102
691,3460,30.412
693,3470,37.557
695,3480,32.205
697,3490,31.316
699,3500,28.987
701,3510,29.227
703,3520,33.562
705,3530,34.986
707,3540,35.242
709,3550,33.936
711,3560,31.592
713,3570,29.757
715,3580,33.597
717,3590,26.895
719,3600,37.678
721,3610,31.125
723,3620,29.439
725,3630,32.253
727,3640,36.754
729,3650,27.28
731,3660,31.72
733,3670,30.7
735,3680,34.238
737,3690,35.918
739,3700,30.806
741,3710,31.228
743,3720,37.053
745,3730,25.935
747,3740,31.76
749,3750,31.308
751,3760,31.023
753,3770,30.587
755,3780,24.557
757,3790,32.563
759,3800,30.712
761,3810,23.786
763,3820,26.597
765,3830,34.302
767,3840,29.837
769,3850,30.995
771,3860,32.055
773,3870,31.648
775,3880,32.28
777,3890,26.141
779,3900,33.568
781,3910,27.275
783,3920,30.849
785,3930,33.475
787,3940,32.31
789,3950,28.344
791,3960,35.331
793,3970,34.708
795,3980,30.363
797,3990,32.865
799,4000,33.676
801,4010,30.681
803,4020,33.729
805,4030,30.531
807,4040,32.028
809,4050,34.399
811,4060,32.593
813,4070,32.617
815,4080,35.258
817,4090,35.51
819,4100,36.947
821,4110,33.229
823,4120,31.07
825,4130,38.265
827,4140,31.835
829,4150,35.614
831,4160,28.173
833,4170,36.057
835,4180,31.265
837,4190,30.889
839,4200,32.755
841,4210,31.204
843,4220,34.726
845,4230,33.983
847,4240,32.089
849,4250,32.773
851,4260,32.048
853,4270,30.011
855,4280,34.457
857,4290,30.715
859,4300,37.112
861,4310,31.447
863,4320,34.01
865,4330,42.63
867,4340,32.012
869,4350,28.704
871,4360,40.248
873,4370,31.245
875,4380,34.572
877,4390,33.796
879,4400,31.562
881,4410,36.268
883,4420,37.968
885,4430,32.553
887,4440,34.969
889,4450,32.567
891,4460,34.933
893,4470,30.193
895,4480,35.842
897,4490,31.616
899,4500,35.551
901,4510,36.036
903,4520,32.337
905,4530,29.354
907,4540,36.253
909,4550,34.038
911,4560,32.246
913,4570,36.646
915,4580,33.782
917,4590,31.087
919,4600,29.574
921,4610,35.032
923,4620,31.619
925,4630,30.801
927,4640,31.636
929,4650,30.295
931,4660,32.192
933,4670,33.049
935,4680,31.517
937,4690,32.188
939,4700,34.884
941,4710,35.535
943,4720,31.441
945,4730,31.227
947,4740,32.843
949,4750,33.702
951,4760,31.174
953,4770,33.219
955,4780,33.669
957,4790,33.888
959,4800,36.02
961,4810,27.576
963,4820,35.761
965,4830,35.232
967,4840,36.194
969,4850,34.099
971,4860,30.695
973,4870,34.244
975,4880,29.255
977,4890,30.484
979,4900,37.119
981,4910,31.263
983,4920,34.649
985,4930,34.552
987,4940,28.504
989,4950,38.283
991,4960,34.836
993,4970,32.934
995,4980,32.06
997,4990,33.532
999,5000,36.201
1001,5010,35.726
1003,5020,36.146
1005,5030,33.986
1007,5040,36.24
1009,5050,33.492
1011,5060,35.019
1013,5070,32.135
1015,5080,31.488
1017,5090,33.468
1019,5100,32.34
1021,5110,37.682
1023,5120,31.489
1025,5130,33.812
1027,5140,31.325
1029,5150,36.052
1031,5160,33.934
1033,5170,36.652
1035,5180,36.203
1037,5190,35.134
1039,5200,31.875
1041,5210,33.033
1043,5220,32.979
1045,5230,29.641
1047,5240,35.076
1049,5250,36.712
1051,5260,35.778
1053,5270,36.611
1055,5280,35.642
1057,5290,33.144
