episode,timestep,reward
1,10,35.526
3,20,34.885
5,30,36.968
7,40,36.429
9,50,33.943
11,60,41.01
13,70,38.681
15,80,39.58
17,90,38.975
19,100,34.605
21,110,39.496
23,120,39.081
25,130,35.248
27,140,37.257
29,150,41.478
31,160,39.413
33,170,40.138
35,180,44.645
37,190,41.428
39,200,42.255
41,210,37.711
43,220,40.869
45,230,39.261
47,240,41.725
49,250,41.697
51,260,43.738
53,270,38.24
55,280,39.078
57,290,39.589
59,300,43.748
61,310,43.444
63,320,38.801
65,330,43.389
67,340,38.753
69,350,43.078
71,360,40.17
73,370,42.881
75,380,40.772
77,390,41.046
79,400,39.549
81,410,41.436
83,420,40.732
85,430,41.997
87,440,43.935
89,450,38.23
91,460,43.139
93,470,42.115
95,480,42.125
97,490,42.554
99,500,42.606
101,510,40.623
103,520,40.813
105,530,41.929
107,540,40.872
109,550,43.988
111,560,43.661
113,570,44.43
115,580,40.974
117,590,40.486
119,600,39.932
121,610,37.428
123,620,40.031
125,630,43.234
127,640,43.643
129,650,41.064
131,660,39.049
133,670,42.501
135,680,37.807
137,690,38.035
139,700,37.841
141,710,42.923
143,720,39.977
145,730,42.827
147,740,37.121
149,750,40.722
151,760,39.866
153,770,43.983
155,780,42.25
157,790,39.44
159,800,43.005
161,810,40.328
163,820,42.762
165,830,40.376
167,840,42.406
169,850,38.054
171,860,45.251
173,870,40.636
175,880,42.054
177,890,38.951
179,900,42.329
181,910,38.608
183,920,37.798
185,930,39.463
187,940,42.1
189,950,41.089
191,960,41.372
193,970,44.387
195,980,40.475
197,990,42.39
199,1000,40.115
201,1010,42.66
203,1020,40.55
205,1030,38.839
207,1040,39.926
209,1050,40.601
211,1060,36.548
213,1070,40.087
215,1080,40.405
217,1090,40.824
219,1100,40.611
221,1110,40.041
223,1120,41.13
225,1130,43.199
227,1140,37.037
229,1150,39.715
231,1160,38.736
233,1170,42.294
235,1180,41.628
237,1190,44.036
239,1200,42.206
241,1210,42.221
243,1220,38.17
245,1230,40.624
247,1240,41.88
249,1250,45.378
251,1260,38.517
253,1270,39.876
255,1280,40.594
257,1290,39.283
259,1300,40.71
261,1310,43.788
263,1320,41.383
265,1330,39.484
267,1340,42.709
269,1350,41.061
271,1360,40.401
273,1370,37.362
275,1380,44.321
277,1390,42.599
279,1400,43.525
281,1410,42.155
283,1420,41.948
285,1430,40.44
287,1440,40.709
289,1450,41.333
291,1460,43.746
293,1470,42.816
295,1480,38.076
297,1490,43.381
299,1500,41.751
301,1510,40.283
303,1520,42.997
305,1530,41.867
307,1540,39.342
309,1550,39.516
311,1560,40.167
313,1570,42.49
315,1580,43.855
317,1590,44.223
319,1600,44.283
321,1610,43.939
323,1620,39.833
325,1630,43.817
327,1640,41.155
329,1650,41.055
331,1660,41.235
333,1670,45.287
335,1680,43.487
337,1690,41.081
339,1700,36.261
341,1710,40.034
343,1720,42.274
345,1730,40.835
347,1740,39.624
349,1750,42.429
351,1760,37.101
353,1770,38.801
355,1780,39.425
357,1790,44.794
359,1800,42.206
361,1810,42.53
363,1820,36.736
365,1830,42.048
367,1840,42.265
369,1850,42.304
371,1860,39.68
373,1870,41.994
375,1880,39.355
377,1890,40.493
379,1900,36.03
381,1910,44.009
383,1920,41.335
385,1930,39.909
387,1940,38.498
389,1950,40.641
391,1960,39.941
393,1970,43.573
395,1980,41.949
397,1990,41.033
399,2000,40.526
401,2010,37.579
403,2020,44.765
405,2030,42.369
407,2040,43.518
409,2050,46.81
411,2060,40.705
413,2070,36.347
415,2080,38.765
417,2090,41.209
419,2100,41.655
421,2110,42.524
423,2120,42.486
425,2130,39.953
427,2140,37.2
429,2150,43.516
431,2160,35.24
433,2170,36.908
435,2180,41.61
437,2190,40.207
439,2200,41.996
441,2210,40.936
443,2220,43.727
445,2230,43.168
447,2240,43.456
449,2250,42.862
451,2260,40.509
453,2270,39.695
455,2280,40.841
457,2290,41.19
459,2300,44.296
461,2310,43.44
463,2320,42.179
465,2330,41.268
467,2340,41.698
469,2350,41.525
471,2360,45.083
473,2370,38.859
475,2380,42.776
477,2390,39.147
479,2400,43.22
481,2410,36.071
483,2420,42.746
485,2430,37.904
487,2440,43.161
489,2450,43.054
491,2460,42.98
493,2470,41.578
495,2480,42.969
497,2490,43.12
499,2500,45.937
501,2510,43.978
503,2520,44.524
505,2530,40.891
507,2540,41.272
509,2550,40.856
511,2560,42.053
513,2570,41.926
