episode,timestep,reward
1,10,20.936
3,20,21.145
5,30,35.747
7,40,27.278
9,50,32.707
11,60,37.035
13,70,36.829
15,80,38.925
17,90,39.205
19,100,36.571
21,110,38.133
23,120,39.984
25,130,41.137
27,140,41.309
29,150,37.026
31,160,39.261
33,170,42.648
35,180,39.299
37,190,38.663
39,200,41.962
41,210,38.373
43,220,40.159
45,230,42.597
47,240,38.951
49,250,41.337
51,260,44.307
53,270,39.519
55,280,41.387
57,290,38.201
59,300,38.326
61,310,42.407
63,320,41.607
65,330,41.276
67,340,39.146
69,350,37.458
71,360,40.965
73,370,38.077
75,380,39.535
77,390,40.824
79,400,39.621
81,410,39.226
83,420,44.285
85,430,41.038
87,440,41.685
89,450,40.997
91,460,40.531
93,470,41.75
95,480,40.743
97,490,40.03
99,500,40.612
101,510,42.633
103,520,40.785
105,530,39.759
107,540,40.962
109,550,36.842
111,560,43.142
113,570,33.581
115,580,40.014
117,590,41.688
119,600,39.112
121,610,39.864
123,620,37.209
125,630,42.37
127,640,39.875
129,650,41.012
131,660,42.296
133,670,38.161
135,680,36.703
137,690,43.526
139,700,42.713
141,710,41.026
143,720,37.232
145,730,40.715
147,740,42.77
149,750,41.89
151,760,42.119
153,770,40.17
155,780,39.035
157,790,42.124
159,800,39.288
161,810,38.538
163,820,40.473
165,830,42.664
167,840,42.262
169,850,41.637
171,860,39.647
173,870,39.109
175,880,40.08
177,890,36.874
179,900,40.722
181,910,42.736
183,920,41.92
185,930,38.117
187,940,42.281
189,950,43.19
191,960,41.583
193,970,34.491
195,980,41.57
197,990,41.617
199,1000,38.229
201,1010,42.019
203,1020,42.438
205,1030,38.629
207,1040,42.507
209,1050,39.243
211,1060,42.585
213,1070,41.636
215,1080,37.932
217,1090,41.538
219,1100,40.972
221,1110,39.324
223,1120,39.275
225,1130,36.923
227,1140,37.299
229,1150,40.575
231,1160,40.116
233,1170,42.793
235,1180,40.986
237,1190,38.53
239,1200,39.019
241,1210,36.709
243,1220,38.07
245,1230,40.38
247,1240,38.428
249,1250,40.903
251,1260,40.711
253,1270,45.461
255,1280,40.284
257,1290,41.254
259,1300,42.134
261,1310,42.188
263,1320,38.087
265,1330,38.286
267,1340,42.2
269,1350,37.721
271,1360,37.206
273,1370,36.844
275,1380,38.654
277,1390,41.095
279,1400,41.632
281,1410,41.528
283,1420,41.194
285,1430,41.734
287,1440,42.906
289,1450,42.311
291,1460,36.751
293,1470,39.441
295,1480,39.327
297,1490,39.427
299,1500,38.923
301,1510,37.041
303,1520,43.382
305,1530,43.235
307,1540,41.389
309,1550,39.932
311,1560,39.481
313,1570,41.233
315,1580,38.6
317,1590,41.866
319,1600,37.517
321,1610,40.416
323,1620,41.114
325,1630,38.189
327,1640,37.298
329,1650,41.314
331,1660,41.001
333,1670,42.765
335,1680,37.455
337,1690,40.018
339,1700,38.562
341,1710,40.244
343,1720,42.648
345,1730,38.972
347,1740,40.454
349,1750,39.927
351,1760,37.708
353,1770,41.993
355,1780,38.681
357,1790,42.914
359,1800,38.944
361,1810,35.917
363,1820,41.609
365,1830,43.505
367,1840,39.321
369,1850,37.83
371,1860,41.365
373,1870,40.296
375,1880,40.515
377,1890,40.44
379,1900,39.214
381,1910,35.81
383,1920,42.126
385,1930,34.476
387,1940,34.319
389,1950,38.402
391,1960,38.61
393,1970,41.26
395,1980,41.408
397,1990,42.239
399,2000,44.049
401,2010,35.827
403,2020,42.154
405,2030,39.275
407,2040,37.584
409,2050,41.87
411,2060,42.168
413,2070,37.555
415,2080,41.144
417,2090,37.46
419,2100,38.633
421,2110,40.129
423,2120,40.884
425,2130,40.277
427,2140,42.082
429,2150,40.399
431,2160,38.209
433,2170,38.968
435,2180,39.886
437,2190,42.715
439,2200,41.527
441,2210,39.746
443,2220,43.601
445,2230,40.155
447,2240,41.887
449,2250,38.844
451,2260,42.194
453,2270,41.481
455,2280,41.154
457,2290,40.741
459,2300,43.657
461,2310,42.145
463,2320,40.345
465,2330,39.839
467,2340,40.896
469,2350,45.761
471,2360,38.963
473,2370,38.834
475,2380,41.401
477,2390,39.803
479,2400,42.602
481,2410,41.099
483,2420,38.265
485,2430,41.887
487,2440,42.251
489,2450,38.26
491,2460,38.997
493,2470,40.668
495,2480,40.108
497,2490,42.232
499,2500,42.869
501,2510,41.47
503,2520,38.317
505,2530,42.245
507,2540,39.306
509,2550,41.16
511,2560,38.256
513,2570,43.052
515,2580,38.492
517,2590,42.951
519,2600,39.021
521,2610,39.342
523,2620,39.224
525,2630,41.569
527,2640,41.323
529,2650,41.235
531,2660,38.543
533,2670,42.587
535,2680,36.223
537,2690,42.277
539,2700,36.777
541,2710,39.14
543,2720,40.124
545,2730,36.735
547,2740,41.221
549,2750,42.952
551,2760,43.412
553,2770,40.316
555,2780,41.28
557,2790,43.109
559,2800,39.395
561,2810,41.95
563,2820,39.916
565,2830,40.271
567,2840,43.828
569,2850,37.481
571,2860,40.876
573,2870,37.728
575,2880,39.489
577,2890,38.694
579,2900,40.05
581,2910,45.402
583,2920,41.1
585,2930,41.143
587,2940,37.678
589,2950,40.661
591,2960,41.484
593,2970,40.202
595,2980,36.932
597,2990,39.411
599,3000,36.016
601,3010,41.114
603,3020,39.106
605,3030,40.569
607,3040,40.932
609,3050,40.274
611,3060,39.049
613,3070,41.332
615,3080,42.761
617,3090,40.433
619,3100,39.903
621,3110,40.46
623,3120,41.16
625,3130,40.202
627,3140,41.266
629,3150,43.0
631,3160,37.23
633,3170,39.736
635,3180,39.848
637,3190,37.861
639,3200,40.11
641,3210,37.089
643,3220,38.73
645,3230,41.428
647,3240,40.721
649,3250,32.012
651,3260,43.083
653,3270,35.643
655,3280,37.027
657,3290,41.305
659,3300,41.203
661,3310,40.426
663,3320,41.684
665,3330,40.073
667,3340,43.283
669,3350,42.688
671,3360,40.341
673,3370,37.955
675,3380,40.224
677,3390,36.461
679,3400,39.931
681,3410,41.192
683,3420,39.746
685,3430,40.63
687,3440,39.852
689,3450,40.294
691,3460,37.676
693,3470,40.936
695,3480,39.052
697,3490,43.466
699,3500,41.493
701,3510,39.939
703,3520,39.814
705,3530,41.806
707,3540,42.462
709,3550,37.241
711,3560,39.996
713,3570,38.831
715,3580,39.491
717,3590,40.24
719,3600,41.211
721,3610,44.03
723,3620,37.582
725,3630,43.449
727,3640,43.231
729,3650,40.207
731,3660,39.907
733,3670,41.297
735,3680,40.491
737,3690,40.143
739,3700,41.991
741,3710,40.959
743,3720,43.653
745,3730,40.403
747,3740,45.297
749,3750,43.034
751,3760,39.931
753,3770,39.818
755,3780,40.976
757,3790,41.615
759,3800,37.351
761,3810,39.984
763,3820,36.328
765,3830,37.436
767,3840,40.171
769,3850,37.661
771,3860,40.488
773,3870,44.205
775,3880,40.928
777,3890,40.986
779,3900,36.88
781,3910,40.919
783,3920,42.147
785,3930,41.107
787,3940,40.241
789,3950,39.265
791,3960,39.641
793,3970,40.819
795,3980,40.983
797,3990,37.772
799,4000,42.667
801,4010,43.667
803,4020,41.636
805,4030,40.715
807,4040,40.749
809,4050,44.386
811,4060,37.675
813,4070,42.049
815,4080,37.803
817,4090,40.286
819,4100,39.178
821,4110,40.566
823,4120,43.497
825,4130,38.258
827,4140,38.629
829,4150,42.033
831,4160,38.447
833,4170,40.373
835,4180,44.564
837,4190,37.807
839,4200,43.827
841,4210,42.636
843,4220,38.269
845,4230,41.656
847,4240,38.416
849,4250,43.043
851,4260,40.066
853,4270,36.512
855,4280,39.573
857,4290,34.532
859,4300,40.164
861,4310,40.683
863,4320,40.552
865,4330,39.41
867,4340,45.49
869,4350,42.596
871,4360,39.069
873,4370,40.448
875,4380,39.599
877,4390,40.046
879,4400,40.524
881,4410,38.184
883,4420,40.019
