episode,timestep,reward
1,10,40.694
3,20,43.424
5,30,38.918
7,40,42.072
9,50,38.856
11,60,45.066
13,70,40.267
15,80,40.515
17,90,43.939
19,100,41.571
21,110,37.107
23,120,41.978
25,130,42.469
27,140,38.852
29,150,38.902
31,160,37.221
33,170,38.721
35,180,41.676
37,190,39.054
39,200,37.029
41,210,41.46
43,220,44.1
45,230,40.873
47,240,38.966
49,250,41.876
51,260,39.202
53,270,40.156
55,280,43.769
57,290,41.197
59,300,39.375
61,310,42.396
63,320,41.832
65,330,39.934
67,340,42.199
69,350,39.346
71,360,41.489
73,370,37.056
75,380,39.59
77,390,35.784
79,400,37.74
81,410,37.095
83,420,38.344
85,430,40.253
87,440,38.05
89,450,38.067
91,460,44.671
93,470,40.54
95,480,40.472
97,490,42.919
99,500,42.804
101,510,40.823
103,520,42.629
105,530,41.766
107,540,38.903
109,550,41.59
111,560,42.21
113,570,41.295
115,580,40.379
117,590,37.598
119,600,37.26
121,610,42.573
123,620,39.993
125,630,42.082
127,640,38.547
129,650,43.385
131,660,39.619
133,670,41.86
135,680,43.701
137,690,38.889
139,700,39.005
141,710,45.342
143,720,40.393
145,730,44.253
147,740,41.853
149,750,41.989
151,760,37.624
153,770,41.864
155,780,40.589
157,790,40.234
159,800,40.591
161,810,40.02
163,820,40.468
165,830,39.915
167,840,43.191
169,850,36.68
171,860,38.513
173,870,39.371
175,880,41.215
177,890,41.075
179,900,39.603
181,910,41.352
183,920,38.548
185,930,41.964
187,940,36.937
189,950,40.751
191,960,37.103
193,970,39.345
195,980,39.516
197,990,40.144
199,1000,37.803
201,1010,36.696
203,1020,40.428
205,1030,37.576
207,1040,41.947
209,1050,39.091
211,1060,41.078
213,1070,39.216
215,1080,40.723
217,1090,43.639
219,1100,37.272
221,1110,36.83
