episode,timestep,reward
1,10,35.676
3,20,36.555
5,30,39.643
7,40,37.274
9,50,38.752
11,60,37.004
13,70,37.193
15,80,37.284
17,90,33.45
19,100,37.038
21,110,40.382
23,120,38.585
25,130,35.133
27,140,38.673
29,150,41.659
31,160,37.212
33,170,39.548
35,180,40.476
37,190,37.942
39,200,36.429
41,210,39.525
43,220,37.222
45,230,40.175
47,240,38.217
49,250,39.881
51,260,37.491
53,270,38.787
55,280,34.869
57,290,37.514
59,300,40.225
61,310,40.539
63,320,39.83
65,330,34.437
67,340,44.514
69,350,41.763
71,360,41.537
73,370,36.964
75,380,35.818
77,390,39.216
79,400,39.987
81,410,36.473
83,420,32.287
85,430,38.936
87,440,37.104
89,450,40.819
91,460,35.876
93,470,32.041
95,480,37.65
97,490,40.49
99,500,36.933
101,510,39.806
103,520,33.607
105,530,42.62
107,540,39.932
109,550,40.573
111,560,37.961
113,570,38.341
115,580,38.177
117,590,37.337
119,600,38.509
121,610,36.706
123,620,39.693
125,630,37.009
127,640,39.01
129,650,32.024
131,660,37.333
133,670,39.755
135,680,38.041
137,690,41.166
139,700,40.678
141,710,42.58
143,720,36.791
145,730,37.731
147,740,37.664
149,750,35.447
151,760,41.365
153,770,37.985
155,780,37.43
157,790,40.266
159,800,33.994
161,810,40.167
163,820,40.333
165,830,38.344
167,840,38.315
169,850,40.523
171,860,36.96
173,870,38.184
175,880,38.8
177,890,39.466
179,900,37.933
181,910,38.23
183,920,41.727
185,930,36.805
187,940,39.886
189,950,35.259
191,960,37.049
193,970,40.739
195,980,36.582
197,990,35.431
199,1000,33.239
201,1010,40.892
203,1020,38.521
205,1030,38.074
207,1040,38.557
209,1050,39.445
211,1060,38.771
213,1070,36.908
215,1080,39.805
217,1090,39.145
219,1100,39.979
221,1110,38.079
223,1120,40.02
225,1130,42.553
227,1140,37.189
229,1150,41.071
231,1160,42.759
233,1170,40.847
235,1180,39.617
237,1190,42.942
239,1200,36.163
241,1210,40.92
243,1220,38.197
245,1230,39.695
247,1240,37.605
249,1250,35.898
251,1260,41.785
253,1270,42.282
255,1280,37.888
257,1290,40.725
259,1300,39.597
261,1310,35.98
263,1320,40.347
265,1330,39.631
267,1340,41.132
269,1350,38.524
271,1360,40.029
273,1370,38.554
275,1380,37.454
277,1390,41.597
279,1400,35.854
281,1410,41.408
283,1420,37.92
285,1430,41.357
287,1440,38.549
289,1450,39.318
291,1460,39.32
293,1470,41.934
295,1480,39.705
297,1490,40.28
299,1500,39.529
301,1510,41.623
303,1520,39.306
305,1530,41.938
307,1540,37.078
309,1550,42.354
311,1560,39.236
313,1570,42.848
315,1580,40.481
317,1590,41.134
319,1600,42.656
321,1610,40.776
323,1620,42.144
325,1630,40.241
327,1640,41.57
329,1650,42.857
331,1660,38.653
333,1670,43.315
335,1680,42.403
337,1690,43.775
339,1700,37.653
341,1710,37.626
343,1720,37.819
345,1730,38.63
347,1740,38.033
349,1750,41.173
351,1760,41.961
353,1770,37.081
355,1780,40.578
357,1790,36.355
359,1800,39.518
361,1810,40.278
363,1820,41.22
365,1830,42.263
367,1840,40.004
369,1850,37.098
371,1860,40.086
373,1870,43.099
375,1880,43.111
377,1890,40.059
379,1900,40.382
381,1910,39.988
383,1920,43.309
385,1930,43.609
387,1940,40.504
389,1950,38.535
391,1960,33.223
393,1970,42.181
395,1980,40.72
397,1990,40.023
399,2000,38.289
401,2010,42.111
403,2020,41.075
405,2030,38.85
407,2040,38.015
409,2050,41.809
411,2060,43.307
413,2070,41.04
415,2080,43.024
417,2090,39.75
419,2100,39.62
421,2110,43.031
423,2120,41.205
425,2130,41.444
427,2140,41.625
429,2150,38.557
431,2160,39.512
433,2170,41.434
435,2180,39.773
437,2190,39.687
439,2200,42.772
441,2210,41.813
443,2220,39.492
445,2230,41.978
447,2240,42.212
449,2250,43.243
451,2260,42.095
453,2270,39.626
455,2280,44.508
457,2290,40.105
459,2300,43.134
461,2310,41.969
463,2320,40.956
465,2330,42.582
467,2340,39.354
469,2350,42.065
471,2360,40.141
473,2370,44.423
475,2380,40.837
477,2390,41.377
479,2400,35.2
481,2410,39.594
483,2420,41.09
485,2430,40.923
487,2440,41.772
489,2450,37.005
491,2460,43.609
493,2470,39.402
495,2480,42.717
497,2490,43.394
499,2500,42.929
501,2510,40.039
503,2520,42.355
505,2530,43.121
507,2540,41.066
509,2550,42.572
511,2560,42.247
513,2570,45.437
515,2580,40.139
517,2590,41.661
519,2600,39.388
521,2610,42.033
523,2620,40.664
525,2630,39.253
527,2640,39.704
529,2650,43.546
531,2660,41.277
533,2670,39.902
535,2680,38.524
537,2690,42.483
539,2700,40.321
541,2710,38.684
543,2720,41.578
545,2730,36.92
547,2740,40.607
549,2750,45.31
551,2760,39.71
553,2770,41.584
555,2780,43.28
557,2790,40.433
559,2800,41.707
561,2810,41.185
563,2820,39.247
565,2830,40.145
567,2840,39.738
569,2850,42.996
571,2860,39.29
573,2870,44.36
575,2880,37.73
577,2890,43.118
579,2900,39.762
581,2910,42.839
583,2920,43.519
585,2930,41.509
587,2940,43.21
589,2950,43.864
591,2960,43.059
593,2970,39.629
595,2980,42.819
597,2990,39.733
599,3000,41.993
601,3010,40.409
603,3020,42.88
605,3030,39.796
607,3040,41.087
609,3050,38.462
611,3060,40.11
613,3070,43.243
615,3080,44.588
617,3090,41.35
619,3100,41.749
621,3110,42.28
623,3120,41.2
625,3130,42.005
627,3140,42.996
629,3150,37.935
631,3160,41.247
633,3170,43.591
635,3180,40.805
637,3190,43.708
639,3200,40.395
641,3210,42.167
643,3220,40.201
645,3230,42.539
647,3240,40.822
649,3250,38.653
651,3260,40.594
653,3270,38.593
655,3280,39.605
657,3290,43.694
659,3300,40.57
661,3310,37.045
663,3320,42.574
665,3330,42.774
667,3340,40.244
669,3350,40.428
671,3360,41.57
673,3370,43.903
675,3380,39.368
677,3390,40.964
679,3400,42.414
681,3410,41.683
683,3420,42.581
685,3430,41.167
687,3440,39.003
689,3450,41.43
691,3460,39.313
693,3470,42.799
695,3480,43.984
697,3490,43.557
