episode,timestep,reward
1,10,44.574
3,20,39.935
5,30,40.657
7,40,40.593
9,50,37.112
11,60,42.574
13,70,34.075
15,80,41.364
17,90,44.494
19,100,41.719
21,110,39.574
23,120,44.799
25,130,39.302
27,140,41.586
29,150,39.087
31,160,39.899
33,170,42.132
35,180,40.443
37,190,40.198
39,200,38.957
41,210,38.39
43,220,37.22
45,230,37.633
47,240,41.693
49,250,40.183
51,260,37.468
53,270,37.204
55,280,39.062
57,290,35.572
59,300,41.785
61,310,39.257
63,320,35.345
65,330,37.582
67,340,38.675
69,350,34.228
71,360,37.184
73,370,35.072
75,380,36.905
77,390,28.265
79,400,33.976
81,410,39.062
83,420,37.244
85,430,38.674
87,440,35.225
89,450,35.524
91,460,38.557
93,470,33.855
95,480,40.953
97,490,41.479
99,500,37.914
101,510,37.606
103,520,39.665
105,530,35.479
107,540,36.402
109,550,33.646
111,560,37.674
113,570,37.996
115,580,38.445
117,590,32.589
119,600,38.427
121,610,33.998
123,620,34.965
125,630,31.973
127,640,38.911
129,650,34.555
131,660,35.077
133,670,37.669
135,680,41.676
137,690,30.385
139,700,37.933
141,710,33.919
143,720,38.813
145,730,34.333
147,740,37.461
149,750,36.258
151,760,35.441
153,770,36.036
155,780,37.416
157,790,40.309
159,800,38.74
161,810,34.734
163,820,34.943
165,830,36.831
167,840,35.243
169,850,39.262
171,860,35.338
173,870,39.738
175,880,34.472
177,890,39.435
179,900,35.644
181,910,36.074
183,920,40.279
185,930,39.029
187,940,36.656
189,950,39.725
191,960,38.747
193,970,41.475
195,980,38.839
197,990,38.931
199,1000,36.805
201,1010,38.237
203,1020,38.611
205,1030,39.492
207,1040,36.451
209,1050,40.072
211,1060,38.944
213,1070,39.119
215,1080,37.918
217,1090,36.004
219,1100,39.702
221,1110,45.394
223,1120,37.774
225,1130,41.573
227,1140,41.049
229,1150,39.159
231,1160,42.423
233,1170,40.632
235,1180,36.316
237,1190,38.882
239,1200,35.589
241,1210,39.528
243,1220,43.736
245,1230,37.833
247,1240,41.645
249,1250,46.553
251,1260,40.985
253,1270,34.974
255,1280,41.296
257,1290,35.497
259,1300,38.354
261,1310,39.514
263,1320,36.467
265,1330,34.22
267,1340,37.138
269,1350,40.069
271,1360,36.026
273,1370,35.896
275,1380,36.815
277,1390,37.306
279,1400,40.113
281,1410,39.062
283,1420,39.32
285,1430,35.997
287,1440,37.342
289,1450,39.193
291,1460,39.614
293,1470,37.418
295,1480,40.881
297,1490,40.266
299,1500,34.077
301,1510,37.05
303,1520,38.393
305,1530,38.149
307,1540,37.551
309,1550,36.241
311,1560,38.877
313,1570,36.957
315,1580,37.919
317,1590,39.058
319,1600,41.782
321,1610,39.602
323,1620,37.596
325,1630,32.995
327,1640,38.15
329,1650,41.418
331,1660,41.893
333,1670,39.001
335,1680,39.549
337,1690,43.242
339,1700,40.953
341,1710,39.435
343,1720,44.707
345,1730,43.909
347,1740,43.554
349,1750,43.238
351,1760,38.114
353,1770,41.173
355,1780,44.24
357,1790,43.467
359,1800,44.097
361,1810,44.238
363,1820,39.21
365,1830,40.914
367,1840,37.842
369,1850,43.863
371,1860,39.034
373,1870,41.048
375,1880,41.126
377,1890,43.656
379,1900,42.864
381,1910,39.128
383,1920,41.467
385,1930,39.13
387,1940,41.474
389,1950,44.311
391,1960,39.596
393,1970,37.628
395,1980,39.857
397,1990,40.533
399,2000,38.509
401,2010,36.203
403,2020,41.271
405,2030,38.754
407,2040,41.263
409,2050,41.795
411,2060,42.339
413,2070,37.978
415,2080,39.267
417,2090,40.533
419,2100,42.597
421,2110,41.003
423,2120,38.605
425,2130,38.366
427,2140,35.473
429,2150,39.976
431,2160,39.066
433,2170,40.139
435,2180,40.157
437,2190,43.27
439,2200,35.256
441,2210,40.039
443,2220,38.074
445,2230,42.275
447,2240,40.282
449,2250,41.684
451,2260,40.527
453,2270,35.53
455,2280,39.397
457,2290,41.358
459,2300,39.766
461,2310,36.926
463,2320,43.871
465,2330,40.507
467,2340,33.684
469,2350,38.945
471,2360,38.35
473,2370,39.102
475,2380,39.015
477,2390,35.18
479,2400,39.139
481,2410,40.538
483,2420,36.26
485,2430,36.558
487,2440,40.684
489,2450,39.544
491,2460,39.289
493,2470,40.354
495,2480,38.164
497,2490,43.835
499,2500,42.037
501,2510,39.052
503,2520,42.112
505,2530,37.734
507,2540,40.868
509,2550,39.541
511,2560,41.423
513,2570,43.549
515,2580,40.946
517,2590,41.852
519,2600,38.004
521,2610,45.456
523,2620,41.626
525,2630,40.522
527,2640,37.529
529,2650,42.833
531,2660,40.76
533,2670,41.918
535,2680,42.339
537,2690,42.771
539,2700,43.519
541,2710,42.369
543,2720,42.221
545,2730,44.298
547,2740,41.876
549,2750,41.769
551,2760,40.667
553,2770,41.184
555,2780,41.799
557,2790,45.748
559,2800,39.98
561,2810,40.419
563,2820,39.942
565,2830,41.966
567,2840,41.675
569,2850,42.485
571,2860,43.256
573,2870,42.484
575,2880,42.777
577,2890,44.646
579,2900,43.163
581,2910,40.236
583,2920,44.327
585,2930,40.438
587,2940,43.71
589,2950,43.607
591,2960,46.718
593,2970,40.186
595,2980,41.596
597,2990,41.399
599,3000,42.736
601,3010,41.772
603,3020,42.591
605,3030,40.478
607,3040,43.192
609,3050,43.093
611,3060,41.673
613,3070,46.031
615,3080,41.722
617,3090,40.647
619,3100,43.267
621,3110,41.304
623,3120,44.217
625,3130,44.739
627,3140,45.393
629,3150,42.886
631,3160,43.908
633,3170,43.553
635,3180,43.408
637,3190,42.32
639,3200,42.911
641,3210,42.807
643,3220,42.435
645,3230,44.437
647,3240,42.031
649,3250,38.556
651,3260,42.633
653,3270,46.506
655,3280,46.007
657,3290,42.791
659,3300,43.48
661,3310,40.561
663,3320,44.891
665,3330,44.254
667,3340,43.342
669,3350,44.063
671,3360,41.987
673,3370,42.929
675,3380,43.464
677,3390,46.592
679,3400,44.13
681,3410,44.097
683,3420,42.812
685,3430,42.175
687,3440,42.195
689,3450,46.349
691,3460,44.393
693,3470,40.248
695,3480,42.023
697,3490,43.961
699,3500,42.747
701,3510,40.949
703,3520,44.455
705,3530,43.021
707,3540,45.815
709,3550,44.243
711,3560,48.091
713,3570,44.913
715,3580,45.448
717,3590,43.812
719,3600,41.463
721,3610,46.741
723,3620,44.444
725,3630,44.843
727,3640,41.025
729,3650,46.547
731,3660,44.047
733,3670,43.156
735,3680,47.404
737,3690,41.865
739,3700,44.445
741,3710,45.807
743,3720,42.542
745,3730,46.842
747,3740,45.334
749,3750,48.351
751,3760,46.267
753,3770,46.21
755,3780,46.853
757,3790,44.723
759,3800,44.623
761,3810,44.931
763,3820,42.901
765,3830,45.513
767,3840,45.226
769,3850,45.565
771,3860,43.755
773,3870,45.896
775,3880,46.223
777,3890,40.881
779,3900,41.826
781,3910,47.135
783,3920,43.721
785,3930,43.004
787,3940,38.398
789,3950,41.565
791,3960,47.478
793,3970,44.884
795,3980,41.269
797,3990,43.668
799,4000,44.715
801,4010,44.877
803,4020,46.153
805,4030,42.728
807,4040,44.473
809,4050,45.354
811,4060,45.469
813,4070,42.993
815,4080,44.431
817,4090,45.929
819,4100,45.573
821,4110,43.541
823,4120,45.479
825,4130,43.022
827,4140,45.879
829,4150,44.659
831,4160,46.337
833,4170,44.828
835,4180,45.248
837,4190,44.977
839,4200,45.994
841,4210,45.734
843,4220,43.202
845,4230,43.427
847,4240,45.734
849,4250,45.003
851,4260,43.881
853,4270,44.369
855,4280,43.352
857,4290,42.896
859,4300,45.047
861,4310,43.493
863,4320,45.068
865,4330,44.35
867,4340,43.647
869,4350,43.905
871,4360,48.459
873,4370,43.77
875,4380,44.795
877,4390,44.428
879,4400,44.796
881,4410,44.181
883,4420,44.029
885,4430,45.135
887,4440,42.637
889,4450,44.886
891,4460,44.533
893,4470,44.733
895,4480,46.091
897,4490,44.054
899,4500,45.837
901,4510,46.322
903,4520,47.189
905,4530,44.696
907,4540,45.442
909,4550,43.997
911,4560,45.711
913,4570,42.194
915,4580,44.073
917,4590,43.933
919,4600,45.959
921,4610,46.956
923,4620,44.182
925,4630,47.161
927,4640,44.909
929,4650,44.442
931,4660,42.949
933,4670,40.946
935,4680,45.667
937,4690,45.875
939,4700,46.964
941,4710,43.109
943,4720,46.519
945,4730,44.576
947,4740,43.877
949,4750,45.201
951,4760,45.877
953,4770,44.688
955,4780,44.246
957,4790,46.285
959,4800,44.935
961,4810,43.7
963,4820,42.413
965,4830,45.457
967,4840,44.34
969,4850,42.887
971,4860,43.821
973,4870,44.025
975,4880,46.333
977,4890,44.312
