episode,timestep,reward
1,10,42.38
3,20,34.047
5,30,32.205
7,40,38.911
9,50,32.06
11,60,36.67
13,70,38.826
15,80,36.984
17,90,36.662
19,100,31.033
21,110,30.72
23,120,27.806
25,130,30.825
27,140,33.197
29,150,32.871
31,160,32.193
33,170,37.846
35,180,38.982
37,190,40.134
39,200,32.475
41,210,29.407
43,220,37.128
45,230,35.365
47,240,38.492
49,250,31.601
51,260,31.61
53,270,35.76
55,280,33.076
57,290,36.513
59,300,33.898
61,310,36.752
63,320,34.794
65,330,38.116
67,340,31.341
69,350,36.937
71,360,39.973
73,370,25.313
75,380,30.712
77,390,30.402
79,400,36.649
81,410,39.396
83,420,36.901
85,430,35.508
87,440,33.756
89,450,37.75
91,460,33.745
93,470,30.915
95,480,36.526
97,490,42.6
99,500,37.931
101,510,33.671
103,520,41.632
105,530,34.026
107,540,36.057
109,550,29.159
