episode,timestep,reward
1,10,40.882
3,20,45.966
5,30,42.944
7,40,42.731
9,50,38.458
11,60,41.47
13,70,42.337
15,80,42.346
17,90,41.478
19,100,41.838
21,110,44.42
23,120,41.764
25,130,40.225
27,140,40.029
29,150,45.743
31,160,41.654
33,170,43.314
35,180,40.448
37,190,41.819
39,200,38.738
41,210,45.156
43,220,41.615
45,230,40.081
47,240,44.695
49,250,40.994
51,260,41.626
53,270,46.456
55,280,41.869
57,290,43.252
59,300,44.758
61,310,44.032
63,320,42.151
65,330,44.089
67,340,42.748
69,350,42.98
71,360,41.67
73,370,41.277
75,380,44.811
77,390,44.035
79,400,41.91
81,410,47.756
83,420,41.508
85,430,41.5
87,440,43.336
89,450,40.891
91,460,42.393
93,470,44.232
95,480,41.878
97,490,43.414
99,500,39.823
101,510,46.08
103,520,43.501
105,530,40.887
107,540,44.886
109,550,42.771
111,560,38.917
113,570,44.661
115,580,45.98
117,590,43.083
119,600,41.379
121,610,42.267
123,620,45.372
125,630,44.238
127,640,40.726
129,650,40.6
131,660,45.389
133,670,44.222
135,680,44.089
137,690,43.315
139,700,42.416
141,710,44.293
143,720,42.487
145,730,42.434
147,740,43.044
149,750,41.836
151,760,43.205
153,770,43.226
155,780,45.7
157,790,45.59
159,800,45.338
161,810,43.055
163,820,43.274
165,830,42.65
167,840,44.213
169,850,45.2
171,860,43.292
173,870,42.986
175,880,43.344
177,890,38.322
179,900,42.823
181,910,41.724
183,920,39.996
185,930,40.454
187,940,40.967
189,950,39.361
191,960,38.106
193,970,41.89
195,980,42.507
197,990,38.448
199,1000,45.283
201,1010,36.641
203,1020,45.582
205,1030,41.234
207,1040,42.359
209,1050,42.723
211,1060,38.639
213,1070,40.656
215,1080,38.958
217,1090,38.119
219,1100,42.108
221,1110,38.569
223,1120,42.489
225,1130,40.211
227,1140,42.019
229,1150,39.623
231,1160,41.76
233,1170,43.433
235,1180,44.886
237,1190,41.181
239,1200,41.912
241,1210,38.395
243,1220,41.863
245,1230,43.286
247,1240,40.439
249,1250,41.892
251,1260,41.284
253,1270,43.263
255,1280,43.444
257,1290,42.388
259,1300,42.512
261,1310,42.876
263,1320,41.299
265,1330,43.269
267,1340,40.286
269,1350,40.247
271,1360,43.272
273,1370,43.386
275,1380,41.27
277,1390,43.725
279,1400,42.044
281,1410,43.292
283,1420,41.086
285,1430,44.382
287,1440,41.661
289,1450,45.299
291,1460,43.559
293,1470,42.068
295,1480,44.658
297,1490,42.305
299,1500,41.761
301,1510,38.344
303,1520,40.506
305,1530,39.635
307,1540,40.9
309,1550,43.821
311,1560,39.995
313,1570,40.417
315,1580,37.244
317,1590,36.782
319,1600,39.735
321,1610,41.371
323,1620,34.452
325,1630,41.416
327,1640,33.399
329,1650,37.085
331,1660,40.715
333,1670,41.906
335,1680,42.446
337,1690,42.719
339,1700,40.287
341,1710,42.233
343,1720,39.861
345,1730,45.762
347,1740,39.938
349,1750,39.546
351,1760,38.251
353,1770,37.678
355,1780,42.339
357,1790,39.941
359,1800,36.92
361,1810,39.824
363,1820,39.561
365,1830,41.101
367,1840,38.798
369,1850,35.931
371,1860,40.116
373,1870,41.647
375,1880,38.165
377,1890,40.174
379,1900,38.83
381,1910,37.489
383,1920,42.169
385,1930,39.261
387,1940,41.764
389,1950,42.503
391,1960,43.351
393,1970,45.582
395,1980,36.468
397,1990,41.379
399,2000,42.265
401,2010,39.253
403,2020,35.264
405,2030,37.056
407,2040,37.476
409,2050,40.891
411,2060,40.673
413,2070,41.827
415,2080,42.386
417,2090,37.864
419,2100,37.781
421,2110,39.396
423,2120,38.224
425,2130,34.043
427,2140,40.148
429,2150,40.19
431,2160,34.823
433,2170,35.088
435,2180,37.748
437,2190,39.447
439,2200,41.37
441,2210,35.265
443,2220,39.896
445,2230,37.467
447,2240,39.361
449,2250,41.351
451,2260,38.731
453,2270,35.675
455,2280,36.331
457,2290,35.706
459,2300,34.64
461,2310,38.328
463,2320,42.175
465,2330,37.949
467,2340,41.878
469,2350,40.528
471,2360,42.514
473,2370,40.989
475,2380,39.399
477,2390,35.891
479,2400,37.299
481,2410,36.894
483,2420,39.137
485,2430,37.563
487,2440,38.37
489,2450,34.228
491,2460,36.333
493,2470,36.5
495,2480,41.028
497,2490,41.14
499,2500,41.005
501,2510,40.835
503,2520,34.18
505,2530,39.883
507,2540,34.103
509,2550,39.255
511,2560,40.166
513,2570,33.952
515,2580,38.377
517,2590,42.059
519,2600,37.281
521,2610,41.278
523,2620,39.287
525,2630,40.095
527,2640,39.9
529,2650,44.092
531,2660,36.693
533,2670,39.151
535,2680,39.657
537,2690,37.687
539,2700,41.059
541,2710,37.571
543,2720,33.609
545,2730,35.08
547,2740,37.741
549,2750,39.379
551,2760,44.335
553,2770,35.082
555,2780,38.024
557,2790,42.006
559,2800,39.5
561,2810,37.709
563,2820,37.137
565,2830,38.563
567,2840,34.362
569,2850,40.588
571,2860,41.898
573,2870,39.533
575,2880,35.087
577,2890,40.844
579,2900,38.094
581,2910,37.889
583,2920,33.66
585,2930,38.471
587,2940,42.459
589,2950,42.554
591,2960,37.866
593,2970,38.827
595,2980,37.028
597,2990,39.382
599,3000,39.729
601,3010,37.962
603,3020,37.194
605,3030,38.77
607,3040,40.994
609,3050,38.645
611,3060,34.638
613,3070,36.547
615,3080,37.501
617,3090,34.96
619,3100,39.036
621,3110,35.838
623,3120,41.047
625,3130,39.154
627,3140,34.286
629,3150,41.963
631,3160,39.263
633,3170,36.291
635,3180,38.721
637,3190,32.423
639,3200,39.98
641,3210,35.32
643,3220,37.165
645,3230,38.867
647,3240,37.305
649,3250,37.354
651,3260,41.073
653,3270,42.487
655,3280,38.421
657,3290,36.191
659,3300,38.346
661,3310,32.794
663,3320,33.727
665,3330,38.228
667,3340,33.264
669,3350,32.023
671,3360,37.603
673,3370,35.993
675,3380,36.434
677,3390,35.955
679,3400,38.697
681,3410,37.684
683,3420,41.351
685,3430,36.007
687,3440,36.012
689,3450,39.29
691,3460,36.83
693,3470,36.319
695,3480,35.451
697,3490,38.184
699,3500,38.663
701,3510,37.527
703,3520,35.431
705,3530,36.232
707,3540,37.898
709,3550,38.502
711,3560,35.726
713,3570,33.461
715,3580,40.998
717,3590,38.667
719,3600,33.025
721,3610,38.223
723,3620,41.481
725,3630,37.6
727,3640,33.114
729,3650,44.853
731,3660,38.833
733,3670,38.036
735,3680,40.214
737,3690,36.471
739,3700,37.836
741,3710,40.404
743,3720,40.845
745,3730,37.108
747,3740,36.392
749,3750,40.019
751,3760,34.245
753,3770,34.76
755,3780,37.912
757,3790,35.304
759,3800,37.568
761,3810,35.845
763,3820,34.255
765,3830,38.036
767,3840,37.035
769,3850,41.114
771,3860,40.679
773,3870,39.691
775,3880,37.833
777,3890,35.463
779,3900,35.633
781,3910,40.542
783,3920,43.039
785,3930,37.915
787,3940,34.079
789,3950,38.317
791,3960,39.646
793,3970,37.472
795,3980,35.062
797,3990,37.447
799,4000,40.688
801,4010,39.933
803,4020,39.163
805,4030,34.19
807,4040,40.755
809,4050,39.008
811,4060,37.232
813,4070,38.818
815,4080,44.577
817,4090,43.274
819,4100,42.246
821,4110,39.898
823,4120,38.953
825,4130,40.951
827,4140,43.155
829,4150,40.731
831,4160,42.903
833,4170,39.377
835,4180,44.435
837,4190,39.254
839,4200,43.009
841,4210,42.607
843,4220,39.588
845,4230,41.469
847,4240,41.92
849,4250,41.517
851,4260,35.3
853,4270,41.358
855,4280,39.136
857,4290,41.567
859,4300,38.088
861,4310,42.704
863,4320,39.923
865,4330,35.766
867,4340,34.732
