episode,timestep,reward
1,10,39.482
3,20,33.063
5,30,39.312
7,40,41.306
9,50,40.041
11,60,37.83
13,70,39.492
15,80,40.398
17,90,35.44
19,100,35.567
21,110,36.411
23,120,36.437
25,130,38.602
27,140,37.33
29,150,38.331
31,160,37.342
33,170,40.795
35,180,42.332
37,190,37.078
39,200,36.1
41,210,41.789
43,220,40.295
45,230,38.17
47,240,36.232
49,250,34.887
51,260,39.936
53,270,36.99
55,280,38.511
57,290,39.623
59,300,34.092
61,310,38.212
63,320,38.355
65,330,36.817
67,340,38.605
69,350,40.186
71,360,36.599
73,370,37.411
75,380,31.432
77,390,38.75
79,400,35.737
81,410,35.884
83,420,31.221
85,430,36.984
87,440,43.454
89,450,34.215
91,460,34.065
93,470,33.227
95,480,32.156
97,490,36.894
99,500,38.404
101,510,36.971
103,520,36.912
105,530,43.789
107,540,34.773
109,550,37.72
111,560,37.708
113,570,35.639
115,580,38.978
117,590,39.655
119,600,42.308
121,610,40.436
123,620,40.154
125,630,41.744
127,640,36.938
129,650,37.658
131,660,37.509
133,670,39.211
135,680,39.084
137,690,37.627
139,700,36.964
141,710,35.008
143,720,34.6
145,730,39.523
147,740,40.517
149,750,42.575
151,760,35.156
153,770,37.201
155,780,39.959
157,790,39.001
159,800,34.716
161,810,39.179
163,820,40.431
165,830,35.766
167,840,35.692
169,850,37.143
171,860,38.514
173,870,39.605
175,880,36.598
177,890,40.35
179,900,37.35
181,910,38.946
183,920,39.62
185,930,35.674
187,940,36.602
189,950,40.603
191,960,36.964
193,970,39.05
195,980,38.465
197,990,37.837
199,1000,37.695
201,1010,39.735
203,1020,39.175
205,1030,41.323
207,1040,36.681
209,1050,35.3
211,1060,39.085
213,1070,43.981
215,1080,41.906
217,1090,38.446
219,1100,38.533
221,1110,34.81
223,1120,37.021
225,1130,39.005
227,1140,40.094
229,1150,41.887
231,1160,37.017
233,1170,42.054
235,1180,38.472
237,1190,37.41
239,1200,38.05
241,1210,40.316
243,1220,38.625
245,1230,37.175
247,1240,38.208
249,1250,34.911
251,1260,39.023
253,1270,37.429
255,1280,37.598
257,1290,39.126
259,1300,40.577
