episode,timestep,reward
1,4,34.81
3,8,24.703
5,12,27.824
7,16,20.909
9,20,33.415
11,24,27.418
13,28,25.805
15,32,25.981
17,36,31.983
19,40,27.604
21,44,33.065
23,48,28.866
25,52,23.407
27,56,29.631
29,60,25.71
31,64,25.707
33,68,16.759
35,72,24.952
37,76,28.831
39,80,31.901
41,84,29.261
43,88,25.855
45,92,20.278
47,96,31.37
49,100,27.109
51,104,31.2
53,108,27.571
55,112,34.033
57,116,23.359
59,120,29.015
61,124,24.759
63,128,28.485
65,132,34.201
67,136,27.651
69,140,29.72
71,144,34.877
73,148,30.031
75,152,30.564
77,156,30.419
79,160,28.605
81,164,24.786
83,168,17.76
85,172,26.468
87,176,20.979
89,180,25.351
91,184,26.214
93,188,19.527
95,192,29.267
97,196,21.102
99,200,33.281
101,204,25.684
103,208,32.24
105,212,28.297
107,216,25.373
109,220,24.599
111,224,26.303
113,228,25.829
115,232,21.663
117,236,30.717
119,240,19.729
121,244,21.424
123,248,17.804
125,252,25.865
127,256,16.326
129,260,26.534
131,264,32.657
133,268,27.652
135,272,35.366
137,276,33.773
139,280,24.778
141,284,24.707
143,288,27.488
145,292,29.089
147,296,23.921
149,300,23.785
151,304,16.367
153,308,26.986
155,312,21.073
157,316,23.3
159,320,20.388
161,324,27.47
163,328,19.282
165,332,24.712
167,336,29.629
169,340,17.247
171,344,21.681
173,348,19.706
175,352,26.468
177,356,17.867
179,360,15.543
181,364,25.815
183,368,20.633
185,372,19.574
187,376,27.288
189,380,18.3
191,384,24.853
193,388,26.616
195,392,27.283
197,396,26.607
199,400,25.882
201,404,20.52
203,408,24.866
205,412,29.92
207,416,24.324
209,420,23.022
211,424,25.779
213,428,22.191
215,432,28.366
217,436,28.771
219,440,24.094
221,444,25.095
223,448,31.638
225,452,26.323
227,456,9.011
229,460,28.809
231,464,26.729
233,468,27.175
235,472,34.19
237,476,27.82
239,480,24.256
241,484,20.631
243,488,28.034
245,492,23.387
247,496,34.28
249,500,30.431
251,504,22.421
253,508,29.274
255,512,26.349
