episode,timestep,reward
1,10,42.108
3,20,42.901
5,30,40.676
7,40,39.228
9,50,42.211
11,60,39.041
13,70,40.879
15,80,45.277
17,90,41.02
19,100,42.182
21,110,40.565
23,120,38.794
25,130,41.63
27,140,41.437
29,150,41.478
31,160,38.873
33,170,43.325
35,180,36.677
37,190,37.457
39,200,40.716
41,210,41.221
43,220,39.035
45,230,41.322
47,240,38.552
49,250,43.437
51,260,35.237
53,270,36.067
55,280,42.354
57,290,39.605
59,300,38.66
61,310,37.433
63,320,36.725
65,330,43.675
67,340,38.195
69,350,39.372
71,360,39.083
73,370,36.401
75,380,38.031
77,390,42.693
79,400,42.137
81,410,38.55
83,420,38.472
85,430,36.67
87,440,38.337
89,450,38.408
91,460,37.907
93,470,41.267
95,480,41.805
97,490,35.778
99,500,41.55
101,510,34.353
103,520,38.841
105,530,41.823
