30

0 0 41 13 7 0 7 0 20 0 0 40 22 14 0 49 48 0 8 19 17 14 5 4 18 0 33 29 0 36
0 0 0 14 30 23 3 1 0 0 20 0 7 8 0 0 27 31 0 17 0 24 6 41 14 10 45 19 0 35
41 0 0 10 44 33 0 0 38 3 16 6 36 36 3 11 17 0 0 33 0 10 12 33 0 0 0 0 0 9
13 14 10 0 0 12 25 0 0 32 14 0 0 0 0 0 46 30 49 49 0 0 6 49 30 29 0 0 45 0
7 30 44 0 0 0 44 6 36 0 0 46 3 0 0 23 0 10 0 15 0 29 0 13 0 21 1 11 0 0
0 23 33 12 0 0 11 31 35 0 36 0 47 4 12 0 48 32 0 33 34 0 6 15 26 34 0 33 0 0
7 3 0 25 44 11 0 0 34 7 12 36 0 11 0 26 0 43 24 0 7 0 0 24 32 11 49 0 46 16
0 1 0 0 6 31 0 0 37 0 0 17 46 43 2 0 41 0 8 35 0 0 0 41 0 0 38 10 22 29
20 0 38 0 36 35 34 37 0 0 0 0 40 22 25 7 42 0 4 0 35 0 0 0 16 0 16 0 26 37
0 0 3 32 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 1 3 0 0 12 11 0 9
0 20 16 14 0 36 12 0 0 0 0 0 11 47 0 0 19 5 14 46 12 0 0 34 18 19 0 0 0 0
40 0 6 0 46 0 36 17 0 0 0 0 33 36 7 0 45 3 33 32 19 44 0 0 13 0 0 0 1 20
22 7 36 0 3 47 0 46 40 0 11 33 0 31 0 0 19 37 8 0 0 21 13 2 15 0 33 0 11 18
14 8 36 0 0 4 11 43 22 0 47 36 31 0 28 12 4 0 0 0 45 31 0 0 39 13 0 0 6 33
0 0 3 0 0 12 0 2 25 0 0 7 0 28 0 45 3 23 6 0 0 22 0 14 28 3 0 0 0 0
49 0 11 0 23 0 26 0 7 0 0 0 0 12 45 0 15 44 41 31 26 43 0 11 0 19 0 26 19 21
48 27 17 46 0 48 0 41 42 0 19 45 19 4 3 15 0 0 0 0 43 0 45 15 0 1 0 0 0 0
0 31 0 30 10 32 43 0 0 0 5 3 37 0 23 44 0 0 40 46 0 10 48 21 13 7 27 16 0 0
8 0 0 49 0 0 24 8 4 0 14 33 8 0 6 41 0 40 0 0 5 44 37 0 26 18 0 38 45 11
19 17 33 49 15 33 0 35 0 0 46 32 0 0 0 31 0 46 0 0 15 49 0 0 30 21 17 0 25 30
17 0 0 0 0 34 7 0 35 0 12 19 0 45 0 26 43 0 5 15 0 37 30 46 18 49 11 23 0 24
14 24 10 0 29 0 0 0 0 12 0 44 21 31 22 43 0 10 44 49 37 0 0 46 0 39 0 27 7 0
5 6 12 6 0 6 0 0 0 1 0 0 13 0 0 0 45 48 37 0 30 0 0 40 0 0 39 0 28 34
4 41 33 49 13 15 24 41 0 3 34 0 2 0 14 11 15 21 0 0 46 46 40 0 0 39 0 0 19 6
18 14 0 30 0 26 32 0 16 0 18 13 15 39 28 0 0 13 26 30 18 0 0 0 0 0 0 8 0 0
0 10 0 29 21 34 11 0 0 0 19 0 0 13 3 19 1 7 18 21 49 39 0 39 0 0 28 39 2 0
33 45 0 0 1 0 49 38 16 12 0 0 33 0 0 0 0 27 0 17 11 0 39 0 0 28 0 46 22 41
29 19 0 0 11 33 0 10 0 11 0 0 0 0 0 26 0 16 38 0 23 27 0 0 8 39 46 0 0 0
0 0 0 45 0 0 46 22 26 0 0 1 11 6 0 19 0 0 45 25 0 7 28 19 0 2 22 0 0 0
36 35 9 0 0 0 16 29 37 9 0 20 18 33 0 21 0 0 11 30 24 0 34 6 0 0 41 0 0 0

0 35 4 35 6 0 46 26 0 10 25 0 1 7 0 14 0 49 0 45 0 40 0 0 12 6 18 33 42 23
35 0 0 10 0 9 0 0 11 0 0 0 7 2 0 29 0 0 0 0 20 13 0 5 27 33 0 41 15 29
4 0 0 37 38 0 0 23 0 42 0 40 36 0 12 20 29 0 28 5 0 35 16 14 36 24 29 35 0 0
35 10 37 0 0 10 0 0 33 0 0 15 43 0 0 0 31 0 28 0 0 0 0 22 0 0 48 38 0 0
6 0 38 0 0 30 0 0 0 0 20 0 9 33 27 0 0 0 48 28 48 33 0 4 42 22 44 0 47 0
0 9 0 10 30 0 47 30 29 15 29 16 0 0 0 48 0 41 2 0 32 40 10 0 0 0 0 14 47 10
46 0 0 0 0 47 0 0 2 23 8 48 0 31 46 0 0 0 22 28 19 10 46 0 0 0 48 0 26 30
26 0 23 0 0 30 0 0 0 0 0 0 0 0 0 3 0 32 13 1 10 28 38 0 0 0 0 0 39 0
0 11 0 33 0 29 2 0 0 0 0 5 13 47 27 13 4 0 21 0 0 0 0 27 31 0 7 22 25 41
10 0 42 0 0 15 23 0 0 0 44 16 0 29 16 18 0 21 0 0 19 22 48 0 0 0 32 36 8 0
25 0 0 0 20 29 8 0 0 44 0 23 1 0 0 35 49 0 6 9 0 30 28 16 31 0 0 21 46 48
0 0 40 15 0 16 48 0 5 16 23 0 24 0 12 26 46 41 10 30 46 49 4 36 0 8 7 37 15 0
1 7 36 43 9 0 0 0 13 0 1 24 0 0 10 26 0 24 16 27 34 28 0 43 13 13 30 0 14 46
7 2 0 0 33 0 31 0 47 29 0 0 0 0 0 0 45 22 24 36 35 0 17 4 24 48 3 44 47 12
0 0 12 0 27 0 46 0 27 16 0 12 10 0 0 17 44 13 37 6 0 46 0 0 0 35 0 42 2 19
14 29 20 0 0 48 0 3 13 18 35 26 26 0 17 0 0 0 1 40 22 27 13 0 15 0 36 34 0 0
0 0 29 31 0 0 0 0 4 0 49 46 0 45 44 0 0 41 17 0 39 45 30 30 16 0 26 0 22 40
49 0 0 0 0 41 0 32 0 21 0 41 24 22 13 0 41 0 34 26 0 13 0 10 0 7 0 28 0 0
0 0 28 28 48 2 22 13 21 0 6 10 16 24 37 1 17 34 0 0 0 1 0 25 13 45 12 44 0 0
45 0 5 0 28 0 28 1 0 0 9 30 27 36 6 40 0 26 0 0 23 0 0 36 0 41 0 0 34 0
0 20 0 0 48 32 19 10 0 19 0 46 34 35 0 22 39 0 0 23 0 13 0 15 36 43 37 45 0 0
40 13 35 0 33 40 10 28 0 22 30 49 28 0 46 27 45 13 1 0 13 0 0 49 0 0 2 14 43 0
0 0 16 0 0 10 46 38 0 48 28 4 0 17 0 13 30 0 0 0 0 0 0 0 42 39 0 5 21 39
0 5 14 22 4 0 0 0 27 0 16 36 43 4 0 0 30 10 25 36 15 49 0 0 0 26 0 30 38 0
12 27 36 0 42 0 0 0 31 0 31 0 13 24 0 15 16 0 13 0 36 0 42 0 0 14 25 16 0 5
6 33 24 0 22 0 0 0 0 0 0 8 13 48 35 0 0 7 45 41 43 0 39 26 14 0 0 28 34 0
18 0 29 48 44 0 48 0 7 32 0 7 30 3 0 36 26 0 12 0 37 2 0 0 25 0 0 16 41 9
33 41 35 38 0 14 0 0 22 36 21 37 0 44 42 34 0 28 44 0 45 14 5 30 16 28 16 0 0 0
42 15 0 0 47 47 26 39 25 8 46 15 14 47 2 0 22 0 0 34 0 43 21 38 0 34 41 0 0 3
23 29 0 0 0 10 30 0 41 0 48 0 46 12 19 0 40 0 0 0 0 0 39 0 5 0 9 0 3 0

