30

0 0 0 35 0 0 49 28 5 0 0 0 0 0 43 10 0 8 0 20 0 43 0 0 0 0 31 12 0 21
0 0 8 43 34 40 1 7 29 25 2 0 45 0 22 0 0 49 0 0 0 6 22 10 19 39 23 10 0 32
0 8 0 42 0 49 23 14 0 0 5 0 23 14 0 0 0 43 2 18 45 14 21 0 13 0 0 41 0 8
35 43 42 0 0 0 0 4 0 0 0 4 36 0 3 32 39 42 0 49 0 18 0 21 0 26 11 18 0 0
0 34 0 0 0 0 0 0 34 46 0 2 21 0 25 13 0 0 38 28 47 0 0 0 7 4 32 38 0 32
0 40 49 0 0 0 0 42 9 0 0 0 0 41 46 48 0 7 0 0 49 18 0 0 4 44 47 18 0 42
49 1 23 0 0 0 0 4 7 28 40 27 0 40 0 0 0 0 0 40 42 27 0 32 49 38 0 17 41 0
28 7 14 4 0 42 4 0 40 0 36 31 0 23 49 48 29 3 42 40 0 0 12 0 0 14 27 44 43 47
5 29 0 0 34 9 7 40 0 0 0 14 18 0 20 13 32 0 48 44 0 48 15 12 2 0 41 19 10 0
0 25 0 0 46 0 28 0 0 0 0 0 0 0 0 43 44 18 0 24 0 4 38 0 0 36 18 11 47 0
0 2 5 0 0 0 40 36 0 0 0 6 34 35 0 0 34 46 4 0 3 0 30 2 0 0 0 0 29 16
0 0 0 4 2 0 27 31 14 0 6 0 0 39 4 40 32 0 18 0 21 9 0 22 18 22 32 45 44 34
0 45 23 36 21 0 0 0 18 0 34 0 0 37 25 0 0 26 3 0 23 0 0 42 0 32 0 0 19 0
0 0 14 0 0 41 40 23 0 0 35 39 37 0 6 0 11 38 6 0 49 46 36 20 15 0 0 38 0 0
43 22 0 3 25 46 0 49 20 0 0 4 25 6 0 16 0 15 0 23 0 22 22 0 8 24 17 0 10 15
10 0 0 32 13 48 0 48 13 43 0 40 0 0 16 0 0 0 0 35 12 0 0 14 26 31 21 33 0 32
0 0 0 39 0 0 0 29 32 44 34 32 0 11 0 0 0 0 17 40 35 0 0 44 44 28 27 0 0 43
8 49 43 42 0 7 0 3 0 18 46 0 26 38 15 0 0 0 27 34 22 0 8 0 48 0 43 5 23 33
0 0 2 0 38 0 0 42 48 0 4 18 3 6 0 0 17 27 0 0 0 26 21 1 24 0 21 0 0 0
20 0 18 49 28 0 40 40 44 24 0 0 0 0 23 35 40 34 0 0 8 0 5 14 0 44 0 38 21 27
0 0 45 0 47 49 42 0 0 0 3 21 23 49 0 12 35 22 0 8 0 0 21 40 45 47 0 0 0 20
43 6 14 18 0 18 27 0 48 4 0 9 0 46 22 0 0 0 26 0 0 0 12 31 25 0 0 0 43 44
0 22 21 0 0 0 0 12 15 38 30 0 0 36 22 0 0 8 21 5 21 12 0 32 0 28 49 26 0 0
0 10 0 21 0 0 32 0 12 0 2 22 42 20 0 14 44 0 1 14 40 31 32 0 0 0 20 0 21 0
0 19 13 0 7 4 49 0 2 0 0 18 0 15 8 26 44 48 24 0 45 25 0 0 0 15 10 33 0 0
0 39 0 26 4 44 38 14 0 36 0 22 32 0 24 31 28 0 0 44 47 0 28 0 15 0 0 46 41 0
31 23 0 11 32 47 0 27 41 18 0 32 0 0 17 21 27 43 21 0 0 0 49 20 10 0 0 0 15 14
12 10 41 18 38 18 17 44 19 11 0 45 0 38 0 33 0 5 0 38 0 0 26 0 33 46 0 0 19 0
0 0 0 0 0 0 41 43 10 47 29 44 19 0 10 0 0 23 0 21 0 43 0 21 0 41 15 19 0 31
21 32 8 0 32 42 0 47 0 0 16 34 0 0 15 32 43 33 0 27 20 44 0 0 0 0 14 0 31 0

0 0 9 0 0 29 45 0 45 4 0 0 0 0 0 0 28 2 0 40 41 0 0 0 0 0 40 0 7 20
0 0 0 18 0 47 4 28 25 40 0 11 6 35 40 15 34 0 0 0 16 25 44 46 14 48 39 0 48 24
9 0 0 36 31 44 14 16 15 3 0 49 10 24 26 0 29 40 0 41 36 10 0 45 0 30 17 45 0 0
0 18 36 0 0 43 0 20 27 7 0 17 8 0 27 47 39 18 0 7 0 0 0 0 5 24 0 0 8 9
0 0 31 0 0 11 0 8 45 0 26 14 0 0 0 0 37 0 0 0 6 35 40 22 36 9 4 29 0 0
29 47 44 43 11 0 0 16 29 42 0 0 3 40 0 0 0 30 0 0 27 0 0 0 47 0 32 21 0 31
45 4 14 0 0 0 0 0 15 46 0 41 20 0 23 0 22 17 0 10 36 0 0 27 0 0 0 0 0 0
0 28 16 20 8 16 0 0 38 17 5 0 11 0 0 0 44 0 14 0 0 4 31 39 21 0 38 28 17 30
45 25 15 27 45 29 15 38 0 13 0 36 0 44 5 0 1 0 25 26 38 37 0 0 0 23 0 0 4 35
4 40 3 7 0 42 46 17 13 0 32 41 0 37 44 48 39 0 49 9 0 14 0 0 0 30 45 15 15 23
0 0 0 0 26 0 0 5 0 32 0 47 21 28 11 37 0 42 0 46 2 26 39 0 30 5 19 31 0 0
0 11 49 17 14 0 41 0 36 41 47 0 38 0 0 40 21 0 2 5 0 0 7 0 48 11 2 5 0 0
0 6 10 8 0 3 20 11 0 0 21 38 0 22 23 0 7 11 28 13 12 22 26 6 0 20 0 42 13 0
0 35 24 0 0 40 0 0 44 37 28 0 22 0 49 15 0 6 5 0 16 0 0 44 0 31 0 45 0 12
0 40 26 27 0 0 23 0 5 44 11 0 23 49 0 0 0 40 30 0 0 11 1 13 0 14 38 7 28 10
0 15 0 47 0 0 0 0 0 48 37 40 0 15 0 0 39 33 25 30 8 22 0 0 15 32 39 43 0 0
28 34 29 39 37 0 22 44 1 39 0 21 7 0 0 39 0 37 0 11 0 23 47 47 47 28 0 45 19 0
2 0 40 18 0 30 17 0 0 0 42 0 11 6 40 33 37 0 0 0 0 41 26 0 0 0 11 0 40 4
0 0 0 0 0 0 0 14 25 49 0 2 28 5 30 25 0 0 0 45 0 25 0 0 44 29 0 12 0 31
40 0 41 7 0 0 10 0 26 9 46 5 13 0 0 30 11 0 45 0 29 13 23 0 0 0 23 24 0 48
41 16 36 0 6 27 36 0 38 0 2 0 12 16 0 8 0 0 0 29 0 23 8 33 20 47 0 34 45 22
0 25 10 0 35 0 0 4 37 14 26 0 22 0 11 22 23 41 25 13 23 0 18 5 24 4 0 31 0 0
0 44 0 0 40 0 0 31 0 0 39 7 26 0 1 0 47 26 0 23 8 18 0 0 48 39 0 0 44 0
0 46 45 0 22 0 27 39 0 0 0 0 6 44 13 0 47 0 0 0 33 5 0 0 0 1 35 49 10 13
0 14 0 5 36 47 0 21 0 0 30 48 0 0 0 15 47 0 44 0 20 24 48 0 0 0 0 10 0 0
0 48 30 24 9 0 0 0 23 30 5 11 20 31 14 32 28 0 29 0 47 4 39 1 0 0 0 0 13 0
40 39 17 0 4 32 0 38 0 45 19 2 0 0 38 39 0 11 0 23 0 0 0 35 0 0 0 6 0 0
0 0 45 0 29 21 0 28 0 15 31 5 42 45 7 43 45 0 12 24 34 31 0 49 10 0 6 0 11 0
7 48 0 8 0 0 0 17 4 15 0 0 13 0 28 0 19 40 0 0 45 0 44 10 0 13 0 11 0 0
20 24 0 9 0 31 0 30 35 23 0 0 0 12 10 0 0 4 31 48 22 0 0 13 0 0 0 0 0 0

