30

0 0 7 17 47 0 43 0 17 0 0 0 36 0 8 0 46 22 9 20 0 0 0 0 0 0 7 0 0 15
0 0 0 9 0 0 0 0 0 0 17 0 0 26 0 14 3 0 47 0 0 0 23 0 0 18 0 9 35 8
7 0 0 22 15 0 19 0 30 18 0 37 0 0 2 30 24 12 0 0 44 47 42 6 38 19 0 0 47 46
17 9 22 0 0 48 0 0 0 10 0 0 16 21 0 0 22 0 0 20 0 27 22 49 20 14 0 28 0 37
47 0 15 0 0 9 0 18 4 0 0 23 0 18 0 0 15 3 0 44 0 21 0 7 0 0 0 18 31 5
0 0 0 48 9 0 0 0 9 20 18 35 46 0 25 0 19 0 0 2 19 21 29 0 21 31 10 0 0 0
43 0 19 0 0 0 0 0 48 0 44 0 0 0 7 6 5 21 0 0 49 45 0 49 0 0 45 42 48 41
0 0 0 0 18 0 0 0 7 0 0 25 42 0 28 31 40 15 23 26 40 3 0 32 27 0 0 24 0 3
17 0 30 0 4 9 48 7 0 21 0 30 10 0 0 15 33 0 44 0 3 43 0 0 22 33 26 17 0 0
0 0 18 10 0 20 0 0 21 0 0 0 41 46 29 0 30 2 23 35 26 47 37 47 10 1 0 13 25 0
0 17 0 0 0 18 44 0 0 0 0 18 45 0 12 42 27 32 0 45 0 0 1 8 13 16 36 49 29 0
0 0 37 0 23 35 0 25 30 0 18 0 23 27 9 0 0 6 18 0 19 10 39 0 0 0 0 0 39 47
36 0 0 16 0 46 0 42 10 41 45 23 0 19 4 45 6 4 0 3 0 0 48 0 42 0 0 21 22 24
0 26 0 21 18 0 0 0 0 46 0 27 19 0 46 0 0 0 0 44 1 30 0 0 49 2 0 9 13 3
8 0 2 0 0 25 7 28 0 29 12 9 4 46 0 1 18 39 49 5 49 22 46 0 0 3 0 0 30 2
0 14 30 0 0 0 6 31 15 0 42 0 45 0 1 0 44 9 0 41 41 7 38 0 48 0 2 0 0 20
46 3 24 22 15 19 5 40 33 30 27 0 6 0 18 44 0 0 30 0 0 30 0 21 40 0 7 0 37 6
22 0 12 0 3 0 21 15 0 2 32 6 4 0 39 9 0 0 17 34 0 0 0 0 0 6 10 0 18 0
9 47 0 0 0 0 0 23 44 23 0 18 0 0 49 0 30 17 0 0 0 37 0 29 0 3 0 41 28 0
20 0 0 20 44 2 0 26 0 35 45 0 3 44 5 41 0 34 0 0 0 19 0 0 0 12 33 2 0 33
0 0 44 0 0 19 49 40 3 26 0 19 0 1 49 41 0 0 0 0 0 0 0 24 22 0 6 10 34 34
0 0 47 27 21 21 45 3 43 47 0 10 0 30 22 7 30 0 37 19 0 0 0 0 40 0 0 15 14 31
0 23 42 22 0 29 0 0 0 37 1 39 48 0 46 38 0 0 0 0 0 0 0 28 1 9 0 0 41 19
0 0 6 49 7 0 49 32 0 47 8 0 0 0 0 0 21 0 29 0 24 0 28 0 48 0 0 0 28 0
0 0 38 20 0 21 0 27 22 10 13 0 42 49 0 48 40 0 0 0 22 40 1 48 0 1 0 0 0 32
0 18 19 14 0 31 0 0 33 1 16 0 0 2 3 0 0 6 3 12 0 0 9 0 1 0 9 44 0 0
7 0 0 0 0 10 45 0 26 0 36 0 0 0 0 2 7 10 0 33 6 0 0 0 0 9 0 2 0 0
0 9 0 28 18 0 42 24 17 13 49 0 21 9 0 0 0 0 41 2 10 15 0 0 0 44 2 0 29 0
0 35 47 0 31 0 48 0 0 25 29 39 22 13 30 0 37 18 28 0 34 14 41 28 0 0 0 29 0 27
15 8 46 37 5 0 41 3 0 0 0 47 24 3 2 20 6 0 0 33 34 31 19 0 32 0 0 0 27 0

0 40 0 26 13 0 0 2 0 0 22 49 39 33 14 21 6 0 38 49 22 14 2 0 0 20 0 0 1 42
40 0 6 0 2 14 32 33 21 0 49 29 49 44 0 32 49 0 21 22 48 0 31 0 5 37 24 0 44 30
0 6 0 17 9 0 0 0 0 0 14 0 0 8 0 0 46 0 0 42 0 0 0 0 4 0 0 43 29 43
26 0 17 0 26 4 38 0 41 19 0 30 33 25 0 23 9 0 17 44 10 17 0 39 47 0 0 0 32 7
13 2 9 26 0 29 0 17 39 0 0 0 0 0 0 11 0 17 0 10 6 0 0 21 44 29 45 28 49 0
0 14 0 4 29 0 0 0 46 9 9 6 1 48 7 0 30 27 6 0 40 24 21 16 22 3 0 22 28 0
0 32 0 38 0 0 0 0 33 46 0 20 46 11 29 12 0 0 0 9 27 0 29 3 0 0 0 0 0 0
2 33 0 0 17 0 0 0 17 43 40 0 0 4 17 0 10 0 0 12 0 2 42 37 0 16 31 0 41 23
0 21 0 41 39 46 33 17 0 16 30 24 3 0 16 28 49 44 2 0 15 18 44 23 0 20 0 0 0 38
0 0 0 19 0 9 46 43 16 0 0 8 34 0 0 32 6 38 0 4 0 10 6 0 13 21 0 0 0 42
22 49 14 0 0 9 0 40 30 0 0 40 10 0 0 33 0 0 19 3 29 0 40 0 0 47 46 0 3 0
49 29 0 30 0 6 20 0 24 8 40 0 0 35 5 20 0 9 0 4 0 44 16 0 17 0 44 31 0 13
